ID1_G,ID2_G,ID_T_G,ID_R_G,PREDICTION
30972,13209,13439,4,2
24706,12873,13443,4,1
23750,44556,13443,4,1
12454,10500,13445,4,1
33847,21826,13445,4,1
32383,26002,13445,4,1
30375,34375,13445,4,1
29475,9547,13445,4,1
23753,31111,13445,4,1
21469,15023,13445,4,1
22069,23260,13445,4,1
30743,1742,13445,4,1
26761,30742,13445,4,1
31900,39441,13445,4,1
23375,33860,13445,4,1
20559,31008,13447,4,1
14959,25161,13447,4,1
54368,24723,13447,4,1
14130,25344,13447,4,1
26421,45938,13447,4,1
30096,29889,13449,4,1
26500,12055,13449,4,1
19948,14477,13449,4,2
14427,29816,13449,4,1
37575,7286,13449,4,1
28869,2034,13449,4,1
25160,29888,13449,4,1
9598,24247,13450,4,1
18378,28856,13450,4,1
10492,26424,13450,4,1
26839,34048,13450,4,1
20100,36059,13450,4,1
21822,12097,13450,4,2
30537,40383,13451,4,1
39306,27084,13451,4,1
7393,4010,12832,5,2
11373,673,12832,5,2
11178,10231,12832,5,1
1042,1075,12832,5,2
13267,25171,13302,4,2
14814,6817,13302,4,2
12229,11224,13303,4,2
14982,1886,13303,4,1
39067,39803,13304,4,1
838,17837,13304,4,1
35036,18076,13304,4,2
13445,17928,13304,4,1
55050,53736,13305,4,1
55051,55052,13305,4,1
36978,54425,13305,4,1
9658,21254,13438,4,1
23100,11957,13438,4,1
32764,12490,13438,4,1
30856,13608,13438,4,1
25365,24291,13440,4,1
11388,26228,13440,4,1
29659,29176,13440,4,1
14898,30879,13440,4,1
26061,21397,13441,4,2
29826,33160,13441,4,1
45206,7234,13441,4,1
30868,37051,13441,4,1
20133,41888,13441,4,1
12202,29275,13441,4,1
45509,23315,13442,4,1
23748,23090,13447,4,1
32887,18341,13447,4,1
26706,18370,13447,4,1
29579,12544,13447,4,1
23365,45050,13447,4,1
14739,22058,13448,4,1
31726,32977,13448,4,1
25546,25355,13448,4,1
29580,6694,13449,4,1
5993,13818,13450,4,1
10920,17675,13301,4,2
6100,7889,13302,4,2
9842,9550,13302,4,1
8753,16994,13302,4,1
22189,18648,13303,4,2
55055,23704,13305,4,1
8659,6642,13305,4,1
11701,13269,13305,4,2
52788,12534,13305,4,1
11388,25365,13424,12,2
24877,22437,13426,12,2
677,791,12832,5,1
11226,1576,12832,5,1
13722,13017,13301,4,1
23544,20655,13303,4,2
28920,32264,13439,4,1
20896,12662,13440,4,2
20846,9293,13440,4,1
7245,10292,13440,4,1
25922,20700,13440,4,1
31540,20487,13441,4,1
29894,31698,13441,4,1
26236,27187,13443,4,1
9892,31358,13443,4,2
20705,18480,13444,4,2
31290,30804,13444,4,2
11378,18766,13444,4,1
35182,19685,13444,4,1
21550,43596,13448,4,1
26402,55014,12832,9,1
17005,21177,13302,4,1
8396,4236,13302,4,2
21506,29457,13303,4,1
12043,4067,12832,5,1
27851,23147,13301,4,2
12226,24225,13301,4,2
21766,33502,13302,4,1
17094,23815,13301,4,2
27111,16996,13301,4,1
3639,26900,13302,4,1
11489,20654,13302,4,2
7484,14681,12832,9,1
12317,16926,12832,9,1
23672,12244,12832,9,1
14432,7043,12833,4,2
1035,672,12833,4,1
6831,3996,12833,4,1
6228,1003,13301,4,2
39118,55078,13301,4,1
26221,18094,13301,4,1
40434,6820,13302,4,2
30740,55068,13302,4,1
3577,7127,12832,5,1
1266,28087,12833,4,1
26923,650,12833,4,1
7452,6458,12833,4,1
5961,7803,12833,4,1
12000,11009,12833,4,2
55073,47330,13301,4,1
18485,5103,13301,4,1
32913,41680,13441,4,1
10602,17968,13445,4,2
26602,19729,13445,4,1
23590,26829,13445,4,1
30741,23197,13445,4,1
26211,28899,13452,4,1
34233,31330,13452,4,1
12222,28945,13452,4,1
21672,39309,13452,4,1
31469,21499,13452,4,1
29898,31088,13452,4,1
28685,43211,13452,4,1
7612,1170,13452,4,2
40820,28811,13452,4,1
29773,49745,13452,4,1
13069,29833,13453,5,1
875,7806,12833,4,2
25372,4045,12833,4,2
18748,961,12833,4,2
12190,14609,12833,4,1
641,6399,13300,5,1
12430,5083,13300,5,2
12587,8308,13300,5,1
55033,55030,13300,9,1
55034,24310,13300,4,1
28762,14606,13300,5,2
34649,55091,13303,4,1
52642,55083,13303,4,1
55085,55084,13303,4,1
55087,55086,13303,4,1
55088,38707,13303,4,1
55049,53769,13303,4,1
28074,30795,13453,5,1
12588,14892,13453,5,1
54409,53761,13300,4,1
54793,55027,13300,9,1
55028,55029,13300,9,1
619,12491,13303,5,1
55085,55087,13303,9,1
22807,13048,13305,5,2
28296,1264,13305,5,2
23704,51488,13305,9,1
29906,14856,13438,5,2
14543,11181,13438,5,2
7826,24797,13438,5,1
25451,9658,13438,5,1
23100,1953,13438,5,1
3578,12490,13438,5,2
13804,30856,13438,5,2
41961,7984,13439,4,2
32856,9898,13439,4,1
17356,29814,13439,4,1
18483,25863,13439,4,1
18474,3685,13439,4,2
8946,13337,13439,4,1
8787,22704,13439,4,1
18155,32073,13439,4,1
17018,45926,13439,4,1
12936,23336,13439,4,1
23099,28885,13439,4,1
32913,12202,13441,5,1
21826,10500,13445,5,2
26829,9547,13445,5,1
23748,18341,13447,5,1
14959,20559,13447,5,1
18370,18650,13447,5,1
12544,23365,13447,5,1
25862,29117,13450,4,1
14510,27111,13301,5,2
8396,6850,13302,5,2
23259,8753,13302,5,2
20463,10400,13303,5,2
52642,34649,13303,9,1
13674,6642,13305,5,1
55051,55054,13305,9,1
55056,54425,13305,9,1
17316,13820,13438,5,2
35104,22437,13444,4,1
26514,29040,13444,4,1
13160,14523,13444,4,1
24877,24756,13444,4,1
28899,34233,13452,5,1
12222,39309,13452,5,2
22430,21499,13452,5,1
4344,31088,13452,5,1
1170,28685,13452,5,2
17365,28811,13452,5,1
36519,29054,13452,5,1
49745,26140,13452,5,1
44517,55079,13301,4,1
55090,55089,13303,4,1
31392,18648,13303,5,2
20542,12871,13303,5,2
50794,55074,13301,4,1
10590,17123,13301,5,2
55072,47330,13301,9,1
55069,55070,13302,4,1
3694,891,13302,5,2
30740,54818,13302,9,1
52238,49277,13303,4,1
4149,9516,13305,5,1
13269,12534,13305,5,2
53548,22665,12833,4,1
6458,650,12833,5,1
4061,5961,12833,5,1
14432,11009,12833,5,1
9305,10971,13301,5,1
33502,20651,13302,5,2
30232,53736,13305,9,1
1035,3996,12833,5,1
875,655,12833,5,2
4045,961,12833,5,1
11522,12190,12833,5,1
29800,12662,13440,5,1
18484,9293,13440,5,2
34298,25365,13440,5,1
27496,10292,13440,5,1
28267,11309,13440,5,2
22444,30685,13440,5,1
26228,29176,13440,5,1
30879,20700,13440,5,1
29462,24249,13443,5,1
34789,25536,13444,4,1
26099,14479,13444,4,1
52956,18398,13444,4,1
22068,26320,13444,4,1
25848,24240,13444,4,1
13231,34236,13444,4,1
20750,26991,13444,4,1
32793,11575,13444,4,1
20937,27075,12833,4,1
46048,45260,12833,4,1
55023,52003,12833,4,1
55024,23226,12833,4,1
468,28087,12833,5,1
13798,5058,13300,5,2
36278,14387,13300,5,1
728,12921,13300,5,2
18094,11352,13301,5,2
39497,55026,12833,4,1
37361,20983,13446,9,1
18250,17250,13446,9,1
29889,29580,13449,5,1
19946,14530,13449,5,1
29816,10405,13449,5,1
4019,25703,13453,5,1
13300,12767,13453,5,1
25757,25539,13453,5,2
8812,29149,13453,5,1
8555,26103,13453,5,1
24310,54409,13300,9,1
55027,55028,13300,10,1
23750,29732,13443,5,2
13225,30550,13446,9,1
29380,28925,13446,9,1
25160,11358,13449,5,2
29715,23348,13451,4,2
30839,42681,13451,4,1
44555,20658,13451,4,1
11884,36822,13451,4,1
25795,8590,13451,4,1
29716,14470,13451,4,1
2179,11683,13304,5,2
9243,8660,13304,5,1
54441,40549,13304,9,1
55064,54045,13304,4,1
13617,23298,13304,5,2
39067,39340,13304,9,1
28924,30868,13441,9,1
26832,32913,13441,9,1
28586,13964,13443,9,1
43554,14536,13443,9,1
30397,24849,13448,9,1
14739,33738,13448,9,1
31726,25546,13448,9,1
28600,28108,13448,9,1
14534,13637,13449,5,2
14477,26500,13449,5,1
28832,45553,13449,5,1
7286,28869,13449,5,1
26424,24721,13450,5,2
12097,5993,13450,5,1
8672,28895,13450,5,2
21463,36594,13451,4,1
17737,23834,13451,4,1
11178,11373,12832,6,1
55061,55060,13304,4,1
26473,838,13304,5,2
19474,27531,13304,5,1
23129,5838,13304,5,2
18474,8946,13439,5,2
2247,8787,13439,5,2
18155,13209,13439,5,2
28920,17018,13439,5,1
23099,12936,13439,5,1
21397,21491,13441,9,1
10505,24003,13442,9,1
13944,22979,13442,9,2
10500,30375,13445,9,1
9547,10602,13445,9,2
21469,22069,13445,9,2
33860,26761,13445,9,1
24247,10826,13450,5,1
34922,18378,13450,5,1
22761,26839,13450,5,1
12214,29117,13450,5,1
29830,36059,13450,5,1
18579,36062,13451,4,1
28904,23348,13451,5,1
11884,23082,13451,5,1
25795,29716,13451,5,1
20648,6465,12832,6,1
1837,685,12832,6,1
4010,677,12832,6,2
9842,14814,13302,5,2
8517,23544,13303,5,1
15067,7818,13303,5,2
6080,35036,13304,5,1
854,3316,13305,9,1
22807,13674,13305,9,2
14856,13820,13438,9,2
24797,11181,13438,9,2
9658,1953,13438,9,1
12490,30856,13438,9,2
41961,32856,13439,5,1
17356,15075,13439,5,1
18665,18483,13439,5,1
29894,27547,13441,9,2
29819,17903,13442,9,2
24082,35086,13442,9,1
31290,24877,13444,5,2
24240,13231,13444,5,2
20750,11378,13444,5,1
20559,18341,13447,9,2
26421,13398,13447,9,2
24646,18370,13447,9,1
12544,22323,13447,9,1
30839,13683,13451,5,1
44555,1823,13451,5,1
36594,40383,13451,5,1
27084,36062,13451,5,1
42971,17737,13451,5,1
28899,39309,13452,9,1
21499,31088,13452,9,1
28685,17365,13452,9,2
36519,49745,13452,9,1
7127,11226,12832,6,2
8806,8721,12832,6,1
4067,1075,12832,6,2
26402,7484,12832,10,1
26900,11489,13302,5,2
29457,17359,13303,5,2
17928,13032,13304,5,2
54805,55061,13304,9,1
12534,1264,13305,9,1
54425,51488,13305,10,1
5917,6101,12832,6,2
23672,16926,12832,10,1
8515,12226,13301,5,2
55067,26562,13302,9,1
55071,55070,13302,9,1
38707,52238,13303,9,1
55090,55049,13303,9,1
23550,4149,13305,9,2
30232,55054,13305,10,1
12015,23235,12833,4,1
11127,55025,12833,4,1
23462,9649,13300,5,2
51113,55077,13301,4,1
27851,13722,13301,5,2
13267,6820,13302,5,2
54817,39420,13302,9,1
14982,11224,13303,5,1
55025,55024,12833,9,1
17675,6228,13301,5,1
42984,44517,13301,9,1
21177,6100,13302,5,2
20937,23235,12833,9,1
5961,14432,12833,9,2
18485,23815,13301,5,1
55077,55078,13301,9,1
29800,9293,13440,9,1
10292,34298,13440,9,1
22444,11309,13440,9,2
26228,30879,13440,9,1
26514,22437,13444,5,1
20705,13160,13444,5,1
14479,25536,13444,5,1
22068,18398,13444,5,2
19685,11575,13444,5,1
28074,4019,13453,9,1
29833,12588,13453,9,1
12190,4045,12833,9,2
650,468,12833,9,2
45260,52003,12833,9,1
1035,655,12833,9,2
55075,55076,13301,4,1
55266,45677,13304,4,1
55064,45677,13304,9,1
55074,55076,13301,9,1
55026,22665,12833,9,1
12587,5083,13300,9,1
728,14387,13300,9,2
10505,29819,13442,10,1
35086,13944,13442,10,1
5058,9649,13300,9,1
641,14606,13300,9,2
39340,40549,13304,10,1
13225,28925,13446,10,1
20983,18250,13446,10,1
14534,29889,13449,9,2
26500,19946,13449,9,2
28832,29816,13449,9,1
25160,7286,13449,9,2
1823,11884,13451,9,1
17737,29716,13451,9,1
12767,25757,13453,9,1
29149,26103,13453,9,1
24310,55030,13300,10,1
27531,26473,13304,9,1
27547,21397,13441,10,2
30868,26832,13441,10,2
29732,31358,13443,9,2
29462,29270,13443,9,1
23298,11683,13304,9,1
5838,6080,13304,9,2
10602,10500,13445,10,2
18378,10826,13450,9,2
24721,22761,13450,9,1
36059,12214,13450,9,1
12097,8672,13450,9,1
23348,13683,13451,9,1
27084,36594,13451,9,1
23544,17359,13303,9,2
9243,13032,13304,9,2
55064,55061,13304,10,1
1264,22807,13305,10,1
55054,51488,13305,12,1
14856,11181,13438,10,2
12490,1953,13438,10,1
22069,33860,13445,10,2
18341,26421,13447,10,2
22323,24646,13447,10,2
26900,14814,13302,9,2
8753,6850,13302,9,1
14982,7818,13303,9,1
619,18648,13303,9,2
55049,38707,13303,10,1
4149,854,13305,10,2
1075,11178,12832,9,1
9293,10292,13440,10,1
26228,22444,13440,10,1
28586,14536,13443,10,2
31358,29270,13443,10,1
22437,20705,13444,9,1
24877,14479,13444,9,1
18398,24240,13444,9,1
11575,20750,13444,9,1
24849,14739,13448,10,1
25546,28108,13448,10,2
21499,28899,13452,10,2
28685,49745,13452,10,1
6465,1837,12832,9,2
7127,677,12832,9,2
27851,12226,13301,9,2
20542,10400,13303,9,2
8806,5917,12832,9,1
23672,26402,12832,11,1
11352,14510,13301,9,1
21177,6820,13302,9,2
6228,18485,13301,9,2
891,33502,13302,9,1
55024,22665,12833,10,1
655,12190,12833,10,1
10590,9305,13301,9,2
52003,23235,12833,10,1
468,14432,12833,10,1
7484,16926,12832,12,1
25757,28074,13453,10,2
12588,26103,13453,10,1
5083,728,13300,10,1
28925,20983,13446,12,1
9649,641,13300,10,2
24310,55027,13300,12,1
12525,7234,13306,1,1
14543,29665,13306,1,2
2119,14588,13306,1,1
11528,17250,13306,1,1
37200,10978,13307,1,1
12490,14856,13438,12,1
10505,13944,13442,12,1
26500,29889,13449,10,2
7286,28832,13449,10,2
13683,11884,13451,10,2
29716,27084,13451,10,2
27531,11683,13304,10,2
26845,12535,13306,1,2
12498,18122,13306,1,1
37300,24245,13306,1,1
45050,34597,13307,1,1
17356,41961,13439,9,1
8946,18483,13439,9,2
8787,13209,13439,9,2
17018,23099,13439,9,2
26832,27547,13441,12,1
10500,33860,13445,12,1
24849,28108,13448,12,1
5838,13032,13304,10,1
19871,17358,13306,1,2
55268,27358,13306,1,1
12229,26890,13306,1,1
8210,26949,13307,1,1
13898,37432,13307,1,1
19576,17634,13307,1,1
10826,24721,13450,10,1
12097,12214,13450,10,2
1075,8806,12832,10,1
9471,7393,12834,1,1
762,20847,12834,1,1
75,9833,12834,1,1
17829,735,12834,1,1
30740,55067,13302,10,1
55071,54817,13302,10,1
7818,17359,13303,10,1
40549,55061,13304,12,1
55267,8573,13306,1,1
21520,11815,13306,1,1
4453,22280,13306,1,2
13209,23099,13439,10,2
14536,31358,13443,12,2
22323,18341,13447,12,2
5136,875,12834,1,1
25171,7806,12834,1,2
22807,854,13305,12,2
12195,23012,13306,1,2
18483,41961,13439,10,1
10292,22444,13440,12,1
20705,24877,13444,10,2
18398,11575,13444,10,2
21499,28685,13452,12,1
6831,18017,12834,1,2
4964,14609,12834,1,1
9305,18485,13301,10,1
27851,11352,13301,10,1
55067,55071,13302,12,1
18648,10400,13303,10,1
30801,1953,13306,1,2
677,6465,12832,10,1
47330,44517,13301,10,1
12661,9831,12834,1,2
563,14716,12834,1,1
23235,55024,12833,12,1
1113,4146,12834,1,1
468,655,12833,12,1
55077,55076,13301,10,1
1687,14884,13306,1,1
55087,34649,13303,10,1
26103,28074,13453,12,2
728,641,13300,12,2
5838,11683,13304,12,1
45050,9475,13307,3,1
18483,23099,13439,12,2
7286,29889,13449,12,2
12498,17250,13306,2,1
651,26949,13307,3,1
13898,17634,13307,3,1
24721,12097,13450,12,1
14884,26845,13306,2,2
29665,12525,13306,2,1
11815,12229,13306,2,2
24245,4453,13306,2,1
10978,23633,13307,3,2
6820,26900,13302,10,1
33502,6850,13302,10,2
14588,17358,13306,2,1
24797,4453,13438,4,1
17749,13225,13446,5,1
28925,33674,13446,5,1
36042,20983,13446,5,1
30211,18250,13446,5,1
13637,34548,13449,4,1
18457,19946,13449,4,1
42737,14530,13449,4,1
8758,45553,13449,4,1
28832,19755,13449,4,1
11358,26060,13449,4,1
11309,29937,13440,4,1
36766,30685,13440,4,1
21491,13592,13441,5,2
12622,28924,13441,5,1
10505,29720,13442,5,1
24003,17961,13442,5,1
37454,17903,13442,5,1
29819,30102,13442,5,1
23315,35086,13442,5,1
31139,24082,13442,5,1
22979,29890,13442,5,1
13964,27187,13443,5,1
20809,28586,13443,5,2
20979,14536,13443,5,2
24706,43554,13443,5,1
29293,31358,13443,5,1
9517,29270,13443,5,1
26002,30375,13445,5,2
10602,19729,13445,5,1
26761,23197,13445,5,1
33860,39441,13445,5,1
8858,30550,13446,5,1
29380,12367,13446,5,1
45049,37361,13446,5,1
17250,35667,13446,5,1
13398,54368,13447,5,1
26421,14130,13447,5,1
22906,24646,13447,5,1
22323,9403,13447,5,2
21402,24849,13448,5,2
30626,30397,13448,5,1
31726,34605,13448,5,1
21431,25546,13448,5,1
14885,28600,13448,5,1
20702,10405,13449,4,1
854,6254,13305,5,1
3316,13348,13305,5,2
9840,23550,13305,5,1
21397,33160,13441,5,1
7234,27547,13441,5,2
29894,20487,13441,5,1
41888,30868,13441,5,1
20971,26832,13441,5,1
13944,30931,13442,5,1
31111,21469,13445,5,1
1742,22069,13445,5,1
24763,14739,13448,5,1
43596,33738,13448,5,1
7145,28108,13448,5,2
14534,18282,13449,4,2
23337,10826,13450,4,2
34922,33919,13450,4,1
30798,24721,13450,4,1
45774,22761,13450,4,1
22448,12214,13450,4,1
26906,29830,13450,4,1
37210,8672,13450,4,1
26892,28895,13450,4,2
23072,28904,13451,4,1
46776,13683,13451,4,1
1823,26702,13451,4,1
39420,25150,13302,4,1
8573,12195,13306,2,2
27084,11884,13451,12,1
677,8806,12832,11,1
16994,10231,12834,1,2
6820,6850,13302,12,2
18648,7818,13303,12,1
27358,1953,13306,2,1
11373,6002,12834,1,2
13447,26221,12834,1,1
20847,7393,12834,3,1
55077,44517,13301,12,1
14609,18017,12834,3,2
735,75,12834,3,2
10231,14716,12834,3,1
875,7806,12834,3,2
9305,27851,13301,12,1
9831,4146,12834,3,1
26221,6002,12834,3,2
12043,25165,12834,4,1
23988,55271,12834,4,1
11575,20705,13444,12,1
1075,6465,12832,12,1
34649,55049,13303,12,1
29665,14884,13306,3,1
12498,14588,13306,3,2
12229,4453,13306,3,1
38400,22979,13457,4,1
17264,38391,13457,4,1
18422,23315,13457,4,1
45773,17961,13457,4,1
29270,29892,13458,4,1
9892,32585,13458,4,1
33847,21826,13460,4,1
34375,37105,13460,4,1
8573,27358,13306,3,2
13445,1687,13306,4,2
9259,11224,13307,4,1
11181,21254,13454,4,1
29159,27187,13458,4,1
34670,12873,13458,4,1
53536,36333,13458,4,1
29462,37192,13458,4,1
44773,35297,13469,4,1
26153,15067,13469,4,1
10999,31200,13469,4,1
8858,20133,13469,4,2
38418,9898,13469,4,1
673,650,12834,4,1
26923,4045,12834,4,2
26218,30856,13306,4,1
12083,17964,13307,4,1
2179,23640,13307,4,1
10203,12490,13307,4,2
31562,23100,13454,4,1
13819,40809,13454,4,1
30849,29467,13454,4,1
54812,24534,13458,4,1
30742,12452,13460,4,1
23753,30743,13460,4,1
24532,28860,13468,4,1
27262,13101,13468,4,2
1886,29825,13468,4,1
17365,45741,13468,4,1
45252,28684,13468,4,1
7459,7452,12834,4,1
20581,9878,13306,4,1
18495,9516,13307,4,2
30972,13964,13458,4,2
3577,4061,12834,4,1
31568,22189,13306,4,1
7540,12491,13306,4,1
55270,28063,12834,4,1
7295,6101,12834,4,2
7043,28087,12834,4,1
52786,13511,12834,4,1
4010,11953,12834,4,1
12851,29594,13468,4,1
24757,40372,13469,4,1
20193,22434,12834,4,2
3578,26931,13454,4,1
28346,14545,13454,4,1
31111,9547,13460,4,1
10602,31900,13460,4,1
18225,30537,13460,4,1
40058,13073,13462,4,1
17003,18748,13462,4,2
25701,28075,13462,4,1
9493,23317,13462,4,1
36934,10363,13462,4,1
19790,42475,13462,4,1
55288,24945,13462,4,1
55289,23327,13462,4,1
838,4461,13306,4,1
12498,17837,13306,4,2
11981,17359,13306,4,1
31392,20396,13306,4,2
13032,29730,13307,4,1
21506,651,13307,4,1
55281,29422,13306,4,1
20104,12229,13306,4,1
4149,29665,13306,4,1
23816,20819,13307,4,1
26313,7984,13307,4,1
21469,35184,13458,4,1
36736,29960,13458,4,1
30521,19907,13458,4,1
10584,36852,13458,4,1
13804,38463,13461,4,2
20979,23365,13461,4,2
31006,18650,13461,4,1
12588,36278,13462,4,1
26144,14527,13462,4,1
14889,45979,13462,4,1
23461,22866,13462,4,1
49287,13069,13462,4,1
37580,26500,13465,4,1
45553,2034,13465,4,1
43329,26424,13466,4,1
36498,5993,13466,4,1
45774,10492,13466,4,1
22445,28988,13466,4,1
29117,35498,13466,4,1
30798,22761,13466,4,1
21883,23348,13467,4,2
33279,26057,13467,4,1
21463,28902,13467,4,1
23082,25795,13467,4,2
29667,37085,13467,4,1
29716,38936,13467,4,1
27745,26826,13467,4,2
36822,14470,13467,4,1
16433,8573,13306,4,1
55280,55279,13306,4,1
20648,9941,13306,4,1
854,29817,13307,4,1
25451,41964,13307,4,1
23748,17928,13307,4,1
16998,13758,13455,4,1
13608,29673,13455,4,2
34103,44206,13456,4,1
29055,40817,13456,4,1
20658,20900,13456,4,1
24255,17357,13456,4,1
7612,12750,13456,4,1
27547,28924,13456,4,1
11310,44556,13458,4,1
37285,33860,13458,4,1
23750,14706,13458,4,1
23834,26002,13460,4,1
7657,27645,13460,4,1
32383,33674,13460,4,1
30211,15023,13460,4,1
39441,30375,13460,4,1
29816,19948,13465,4,1
14530,14477,13465,4,2
28869,42737,13465,4,1
28832,20702,13465,4,1
18282,25160,13465,4,1
14534,29888,13465,4,1
21070,29906,13469,4,1
12936,20971,13469,4,1
33298,29829,13469,4,1
13592,2999,13469,4,1
24990,27425,13469,4,1
11226,14716,12834,4,1
29932,75,12834,4,2
20463,6528,13306,4,2
46298,46269,13306,4,1
20542,14465,13306,4,1
9109,23633,13307,4,1
9475,11683,13307,4,2
55283,55284,13307,4,1
6080,13898,13307,4,1
55285,36923,13307,4,1
27531,10507,13307,4,2
18341,35143,13458,4,1
29455,22323,13461,4,1
44786,20807,13461,4,1
14959,48013,13461,4,1
25161,31008,13461,4,1
13031,14960,13463,4,1
11941,24249,13463,4,1
29293,28586,13463,4,1
49052,29166,13463,4,1
24647,29967,13463,4,1
20809,21822,13463,4,2
34172,28600,13464,4,1
36045,13337,13464,4,1
32267,18474,13464,4,1
25863,14967,13464,4,1
28920,27482,13464,4,1
13950,55290,13464,4,1
34134,43603,13466,4,1
13626,40371,13469,4,1
26832,37034,13469,4,1
674,7806,12834,4,1
11923,11522,12834,4,2
6002,9831,12834,4,1
55276,55277,13306,4,1
24840,13277,13306,4,2
21109,41680,13454,4,1
9658,30692,13454,4,1
10826,37268,13454,4,1
40228,24932,13454,4,1
21431,10051,13454,4,2
26147,13209,13454,4,1
6928,35130,13454,4,1
7826,3685,13454,4,1
23544,17316,13454,4,1
41888,22798,13454,4,1
29719,24870,13455,4,2
24797,28895,13455,4,2
20705,30804,13459,4,1
24877,35182,13459,4,1
11378,49406,13459,4,1
24240,13231,13459,4,2
55252,44545,13460,4,1
14108,26889,13461,4,1
8818,21189,13468,4,1
22863,18669,13468,4,1
54620,3016,13468,4,1
23146,19857,13468,4,1
21402,34964,13468,4,1
30320,22430,13468,4,1
29579,29663,13468,4,1
31469,30221,13468,4,1
31186,1170,13468,4,1
33904,8153,13468,4,1
14432,5917,12834,4,2
4453,2123,13306,4,2
5837,4067,12834,4,1
9094,4009,12834,4,2
875,468,12834,4,2
6691,672,12834,4,1
11940,11178,12834,4,2
23335,18398,13459,4,1
25481,35160,13459,4,1
9687,29463,13462,4,1
30837,8308,13462,4,1
45197,5069,13462,4,1
49287,24945,13462,5,1
29469,28932,13469,4,2
21548,31509,13469,4,1
35321,19882,13469,4,1
55275,55274,13306,4,1
24755,55282,13307,9,1
14527,13073,13462,5,1
28075,9493,13462,5,1
30213,23260,13460,4,1
25624,21330,13460,4,1
23590,17968,13460,4,1
36278,29463,13462,5,1
14889,18748,13462,5,2
19790,36934,13462,5,1
8308,23461,13462,5,1
55289,45197,13462,5,1
29270,27187,13458,5,1
41680,23100,13454,5,1
9658,40809,13454,5,1
7826,3578,13454,5,1
23544,14545,13454,5,1
24756,11816,13456,4,2
26702,24954,13456,4,1
33161,26061,13456,4,1
9543,22560,13456,4,1
32913,29894,13456,4,1
52788,45208,13456,4,1
18477,20487,13456,4,1
32585,24534,13458,5,1
10602,9547,13460,5,1
32383,7657,13460,5,1
15023,30742,13460,5,1
10500,37575,13465,4,1
28828,10405,13465,4,1
11358,28925,13465,4,1
19946,12055,13465,4,1
22428,34548,13465,4,1
7540,22189,13306,5,1
11224,12083,13307,5,2
26313,13032,13307,5,2
9516,23640,13307,5,1
30849,10826,13454,5,2
24932,10051,13454,5,1
11181,22798,13454,5,1
34670,13964,13458,5,1
23834,21826,13460,5,1
32665,7389,13461,4,1
34601,30868,13461,4,1
28107,14130,13461,4,1
23090,20559,13461,4,2
24646,29831,13461,4,1
31632,29121,13463,4,1
21524,32703,13463,4,1
17929,37569,13463,4,1
35036,8440,13463,4,2
26706,32510,13463,4,1
37718,44990,13463,4,1
13008,28899,13463,4,2
21191,23099,13464,4,1
32073,53520,13464,4,1
29924,2247,13464,4,1
10005,18665,13464,4,1
26238,26834,13464,4,1
17356,32856,13464,4,1
24706,25619,13464,4,1
8787,29814,13464,4,1
18457,29889,13465,4,1
14427,7286,13465,4,2
36332,30099,13465,4,1
21397,30318,13466,4,1
37882,37775,13467,4,1
40383,25000,13467,4,1
42681,18076,13467,4,1
21973,44555,13467,4,1
54824,10723,13467,4,1
29715,34539,13467,4,2
8590,18071,13467,4,1
27084,42971,13467,4,1
23146,34964,13468,5,1
29906,20971,13469,5,1
15067,33298,13469,5,2
13592,27425,13469,5,1
20133,10999,13469,5,1
9898,26832,13469,5,2
55287,39338,13307,4,1
55285,55286,13307,9,1
18504,8216,13455,4,1
28898,21631,13455,4,1
9907,8517,13455,4,2
748,36118,13455,4,1
19879,14694,13455,4,1
46776,18100,13455,4,1
17018,36262,13455,4,1
26421,26922,13455,4,2
29720,2475,13455,4,1
33177,26473,13455,4,1
46752,52995,13455,4,1
9403,3754,13455,4,1
12622,26502,13456,4,1
53945,12202,13456,4,1
18380,26159,13456,4,1
10505,27779,13457,4,1
30931,30102,13457,4,1
14126,30126,13457,4,1
12194,35086,13457,4,1
29819,31088,13457,4,1
23155,18250,13457,4,1
29353,13944,13457,4,1
24397,29890,13457,4,1
24082,17903,13457,4,2
24003,19567,13457,4,1
29050,37454,13457,4,1
17749,22774,13457,4,1
36333,29462,13458,5,1
44545,30743,13460,5,1
37105,30537,13460,5,1
23260,30375,13460,5,2
17968,21330,13460,5,1
882,40605,13461,4,1
14536,27100,13463,4,1
12988,51099,13463,4,1
37077,36616,13464,4,1
32103,18260,13464,4,1
40371,24757,13469,5,1
578,1837,12834,4,2
8806,75,12834,5,1
9831,20650,12834,5,2
26923,1092,12834,5,2
12490,21506,13307,5,2
55283,40549,13307,9,1
35130,13209,13454,5,1
8659,39049,13459,4,1
24009,13160,13459,4,2
30809,14479,13459,4,1
19685,37958,13459,4,1
38327,14856,13461,4,1
14621,32887,13461,4,1
14475,25344,13463,4,1
25862,10011,13466,4,1
36059,43598,13466,4,1
12097,22115,13466,4,1
22448,24247,13466,4,1
43596,26892,13466,4,1
46229,18378,13466,4,1
35268,25934,13466,4,1
43950,37210,13466,4,1
655,1042,12834,4,1
24008,7393,12834,4,1
11704,5837,12834,5,1
3985,28087,12834,5,1
1035,18017,12834,4,1
5917,4009,12834,5,1
677,3577,12834,5,1
11226,11522,12834,5,1
6101,672,12834,5,1
25165,22434,12834,5,2
