ID1_G,ID2_G,ID_T_G,ID_R_G,DATE_G,DATE_PARSED_GAME,DATE_NUMBER_GAME
27084,36594,13451,9,2016-08-12 00:00:00,208--6--20,6092
23544,17359,13303,9,2016-08-12 00:00:00,208--6--20,6092
9243,13032,13304,9,2016-08-12 00:00:00,208--6--20,6092
55064,55061,13304,10,2016-08-12 00:00:00,208--6--20,6092
1264,22807,13305,10,2016-08-12 00:00:00,208--6--20,6092
55054,51488,13305,12,2016-08-12 00:00:00,208--6--20,6092
14856,11181,13438,10,2016-08-12 00:00:00,208--6--20,6092
12490,1953,13438,10,2016-08-12 00:00:00,208--6--20,6092
22069,33860,13445,10,2016-08-12 00:00:00,208--6--20,6092
18341,26421,13447,10,2016-08-12 00:00:00,208--6--20,6092
22323,24646,13447,10,2016-08-12 00:00:00,208--6--20,6092
26900,14814,13302,9,2016-08-12 00:00:00,208--6--20,6092
8753,6850,13302,9,2016-08-12 00:00:00,208--6--20,6092
14982,7818,13303,9,2016-08-12 00:00:00,208--6--20,6092
619,18648,13303,9,2016-08-12 00:00:00,208--6--20,6092
55049,38707,13303,10,2016-08-12 00:00:00,208--6--20,6092
4149,854,13305,10,2016-08-12 00:00:00,208--6--20,6092
1075,11178,12832,9,2016-08-12 00:00:00,208--6--20,6092
9293,10292,13440,10,2016-08-12 00:00:00,208--6--20,6092
26228,22444,13440,10,2016-08-12 00:00:00,208--6--20,6092
28586,14536,13443,10,2016-08-12 00:00:00,208--6--20,6092
31358,29270,13443,10,2016-08-12 00:00:00,208--6--20,6092
22437,20705,13444,9,2016-08-12 00:00:00,208--6--20,6092
24877,14479,13444,9,2016-08-12 00:00:00,208--6--20,6092
18398,24240,13444,9,2016-08-12 00:00:00,208--6--20,6092
11575,20750,13444,9,2016-08-12 00:00:00,208--6--20,6092
24849,14739,13448,10,2016-08-12 00:00:00,208--6--20,6092
25546,28108,13448,10,2016-08-12 00:00:00,208--6--20,6092
21499,28899,13452,10,2016-08-12 00:00:00,208--6--20,6092
28685,49745,13452,10,2016-08-12 00:00:00,208--6--20,6092
6465,1837,12832,9,2016-08-12 00:00:00,208--6--20,6092
7127,677,12832,9,2016-08-12 00:00:00,208--6--20,6092
27851,12226,13301,9,2016-08-12 00:00:00,208--6--20,6092
20542,10400,13303,9,2016-08-12 00:00:00,208--6--20,6092
8806,5917,12832,9,2016-08-12 00:00:00,208--6--20,6092
23672,26402,12832,11,2016-08-12 00:00:00,208--6--20,6092
11352,14510,13301,9,2016-08-12 00:00:00,208--6--20,6092
21177,6820,13302,9,2016-08-12 00:00:00,208--6--20,6092
6228,18485,13301,9,2016-08-12 00:00:00,208--6--20,6092
891,33502,13302,9,2016-08-12 00:00:00,208--6--20,6092
55024,22665,12833,10,2016-08-12 00:00:00,208--6--20,6092
655,12190,12833,10,2016-08-12 00:00:00,208--6--20,6092
10590,9305,13301,9,2016-08-12 00:00:00,208--6--20,6092
52003,23235,12833,10,2016-08-12 00:00:00,208--6--20,6092
468,14432,12833,10,2016-08-12 00:00:00,208--6--20,6092
7484,16926,12832,12,2016-08-12 00:00:00,208--6--20,6092
25757,28074,13453,10,2016-08-13 00:00:00,208--6--20,6093
12588,26103,13453,10,2016-08-13 00:00:00,208--6--20,6093
5083,728,13300,10,2016-08-13 00:00:00,208--6--20,6093
28925,20983,13446,12,2016-08-13 00:00:00,208--6--20,6093
9649,641,13300,10,2016-08-13 00:00:00,208--6--20,6093
24310,55027,13300,12,2016-08-13 00:00:00,208--6--20,6093
12525,7234,13306,1,2016-08-13 00:00:00,208--6--20,6093
14543,29665,13306,1,2016-08-13 00:00:00,208--6--20,6093
2119,14588,13306,1,2016-08-13 00:00:00,208--6--20,6093
11528,17250,13306,1,2016-08-13 00:00:00,208--6--20,6093
37200,10978,13307,1,2016-08-13 00:00:00,208--6--20,6093
12490,14856,13438,12,2016-08-13 00:00:00,208--6--20,6093
10505,13944,13442,12,2016-08-13 00:00:00,208--6--20,6093
26500,29889,13449,10,2016-08-13 00:00:00,208--6--20,6093
7286,28832,13449,10,2016-08-13 00:00:00,208--6--20,6093
13683,11884,13451,10,2016-08-13 00:00:00,208--6--20,6093
29716,27084,13451,10,2016-08-13 00:00:00,208--6--20,6093
27531,11683,13304,10,2016-08-13 00:00:00,208--6--20,6093
26845,12535,13306,1,2016-08-13 00:00:00,208--6--20,6093
12498,18122,13306,1,2016-08-13 00:00:00,208--6--20,6093
37300,24245,13306,1,2016-08-13 00:00:00,208--6--20,6093
45050,34597,13307,1,2016-08-13 00:00:00,208--6--20,6093
17356,41961,13439,9,2016-08-13 00:00:00,208--6--20,6093
8946,18483,13439,9,2016-08-13 00:00:00,208--6--20,6093
8787,13209,13439,9,2016-08-13 00:00:00,208--6--20,6093
17018,23099,13439,9,2016-08-13 00:00:00,208--6--20,6093
26832,27547,13441,12,2016-08-13 00:00:00,208--6--20,6093
10500,33860,13445,12,2016-08-13 00:00:00,208--6--20,6093
24849,28108,13448,12,2016-08-13 00:00:00,208--6--20,6093
5838,13032,13304,10,2016-08-13 00:00:00,208--6--20,6093
19871,17358,13306,1,2016-08-13 00:00:00,208--6--20,6093
55268,27358,13306,1,2016-08-13 00:00:00,208--6--20,6093
12229,26890,13306,1,2016-08-13 00:00:00,208--6--20,6093
8210,26949,13307,1,2016-08-13 00:00:00,208--6--20,6093
13898,37432,13307,1,2016-08-13 00:00:00,208--6--20,6093
19576,17634,13307,1,2016-08-13 00:00:00,208--6--20,6093
10826,24721,13450,10,2016-08-13 00:00:00,208--6--20,6093
12097,12214,13450,10,2016-08-13 00:00:00,208--6--20,6093
1075,8806,12832,10,2016-08-13 00:00:00,208--6--20,6093
9471,7393,12834,1,2016-08-13 00:00:00,208--6--20,6093
762,20847,12834,1,2016-08-13 00:00:00,208--6--20,6093
75,9833,12834,1,2016-08-13 00:00:00,208--6--20,6093
17829,735,12834,1,2016-08-13 00:00:00,208--6--20,6093
30740,55067,13302,10,2016-08-13 00:00:00,208--6--20,6093
55071,54817,13302,10,2016-08-13 00:00:00,208--6--20,6093
7818,17359,13303,10,2016-08-13 00:00:00,208--6--20,6093
40549,55061,13304,12,2016-08-13 00:00:00,208--6--20,6093
55267,8573,13306,1,2016-08-13 00:00:00,208--6--20,6093
21520,11815,13306,1,2016-08-13 00:00:00,208--6--20,6093
4453,22280,13306,1,2016-08-13 00:00:00,208--6--20,6093
13209,23099,13439,10,2016-08-13 00:00:00,208--6--20,6093
14536,31358,13443,12,2016-08-13 00:00:00,208--6--20,6093
22323,18341,13447,12,2016-08-13 00:00:00,208--6--20,6093
5136,875,12834,1,2016-08-13 00:00:00,208--6--20,6093
25171,7806,12834,1,2016-08-13 00:00:00,208--6--20,6093
22807,854,13305,12,2016-08-13 00:00:00,208--6--20,6093
12195,23012,13306,1,2016-08-13 00:00:00,208--6--20,6093
18483,41961,13439,10,2016-08-13 00:00:00,208--6--20,6093
10292,22444,13440,12,2016-08-13 00:00:00,208--6--20,6093
20705,24877,13444,10,2016-08-13 00:00:00,208--6--20,6093
18398,11575,13444,10,2016-08-13 00:00:00,208--6--20,6093
21499,28685,13452,12,2016-08-13 00:00:00,208--6--20,6093
6831,18017,12834,1,2016-08-13 00:00:00,208--6--20,6093
4964,14609,12834,1,2016-08-13 00:00:00,208--6--20,6093
9305,18485,13301,10,2016-08-13 00:00:00,208--6--20,6093
27851,11352,13301,10,2016-08-13 00:00:00,208--6--20,6093
55067,55071,13302,12,2016-08-13 00:00:00,208--6--20,6093
18648,10400,13303,10,2016-08-13 00:00:00,208--6--20,6093
30801,1953,13306,1,2016-08-13 00:00:00,208--6--20,6093
677,6465,12832,10,2016-08-13 00:00:00,208--6--20,6093
47330,44517,13301,10,2016-08-13 00:00:00,208--6--20,6093
12661,9831,12834,1,2016-08-13 00:00:00,208--6--20,6093
563,14716,12834,1,2016-08-13 00:00:00,208--6--20,6093
23235,55024,12833,12,2016-08-13 00:00:00,208--6--20,6093
1113,4146,12834,1,2016-08-13 00:00:00,208--6--20,6093
468,655,12833,12,2016-08-13 00:00:00,208--6--20,6093
55077,55076,13301,10,2016-08-13 00:00:00,208--6--20,6093
1687,14884,13306,1,2016-08-13 00:00:00,208--6--20,6093
55087,34649,13303,10,2016-08-12 00:00:00,208--6--20,6092
26103,28074,13453,12,2016-08-14 00:00:00,208--6--20,6094
728,641,13300,12,2016-08-14 00:00:00,208--6--20,6094
5838,11683,13304,12,2016-08-14 00:00:00,208--6--20,6094
45050,9475,13307,3,2016-08-14 00:00:00,208--6--20,6094
18483,23099,13439,12,2016-08-14 00:00:00,208--6--20,6094
7286,29889,13449,12,2016-08-14 00:00:00,208--6--20,6094
12498,17250,13306,2,2016-08-14 00:00:00,208--6--20,6094
651,26949,13307,3,2016-08-14 00:00:00,208--6--20,6094
13898,17634,13307,3,2016-08-14 00:00:00,208--6--20,6094
24721,12097,13450,12,2016-08-14 00:00:00,208--6--20,6094
14884,26845,13306,2,2016-08-14 00:00:00,208--6--20,6094
29665,12525,13306,2,2016-08-14 00:00:00,208--6--20,6094
11815,12229,13306,2,2016-08-14 00:00:00,208--6--20,6094
24245,4453,13306,2,2016-08-14 00:00:00,208--6--20,6094
10978,23633,13307,3,2016-08-14 00:00:00,208--6--20,6094
6820,26900,13302,10,2016-08-14 00:00:00,208--6--20,6094
33502,6850,13302,10,2016-08-14 00:00:00,208--6--20,6094
14588,17358,13306,2,2016-08-14 00:00:00,208--6--20,6094
24797,4453,13438,4,2016-08-10 00:00:00,208--6--20,6090
17749,13225,13446,5,2016-08-10 00:00:00,208--6--20,6090
28925,33674,13446,5,2016-08-10 00:00:00,208--6--20,6090
36042,20983,13446,5,2016-08-10 00:00:00,208--6--20,6090
30211,18250,13446,5,2016-08-10 00:00:00,208--6--20,6090
13637,34548,13449,4,2016-08-10 00:00:00,208--6--20,6090
18457,19946,13449,4,2016-08-10 00:00:00,208--6--20,6090
42737,14530,13449,4,2016-08-10 00:00:00,208--6--20,6090
8758,45553,13449,4,2016-08-10 00:00:00,208--6--20,6090
28832,19755,13449,4,2016-08-10 00:00:00,208--6--20,6090
11358,26060,13449,4,2016-08-10 00:00:00,208--6--20,6090
11309,29937,13440,4,2016-08-10 00:00:00,208--6--20,6090
36766,30685,13440,4,2016-08-10 00:00:00,208--6--20,6090
21491,13592,13441,5,2016-08-10 00:00:00,208--6--20,6090
12622,28924,13441,5,2016-08-10 00:00:00,208--6--20,6090
10505,29720,13442,5,2016-08-10 00:00:00,208--6--20,6090
24003,17961,13442,5,2016-08-10 00:00:00,208--6--20,6090
37454,17903,13442,5,2016-08-10 00:00:00,208--6--20,6090
29819,30102,13442,5,2016-08-10 00:00:00,208--6--20,6090
23315,35086,13442,5,2016-08-10 00:00:00,208--6--20,6090
31139,24082,13442,5,2016-08-10 00:00:00,208--6--20,6090
22979,29890,13442,5,2016-08-10 00:00:00,208--6--20,6090
13964,27187,13443,5,2016-08-10 00:00:00,208--6--20,6090
20809,28586,13443,5,2016-08-10 00:00:00,208--6--20,6090
20979,14536,13443,5,2016-08-10 00:00:00,208--6--20,6090
24706,43554,13443,5,2016-08-10 00:00:00,208--6--20,6090
29293,31358,13443,5,2016-08-10 00:00:00,208--6--20,6090
9517,29270,13443,5,2016-08-10 00:00:00,208--6--20,6090
26002,30375,13445,5,2016-08-10 00:00:00,208--6--20,6090
10602,19729,13445,5,2016-08-10 00:00:00,208--6--20,6090
26761,23197,13445,5,2016-08-10 00:00:00,208--6--20,6090
33860,39441,13445,5,2016-08-10 00:00:00,208--6--20,6090
8858,30550,13446,5,2016-08-10 00:00:00,208--6--20,6090
29380,12367,13446,5,2016-08-10 00:00:00,208--6--20,6090
45049,37361,13446,5,2016-08-10 00:00:00,208--6--20,6090
17250,35667,13446,5,2016-08-10 00:00:00,208--6--20,6090
13398,54368,13447,5,2016-08-10 00:00:00,208--6--20,6090
26421,14130,13447,5,2016-08-10 00:00:00,208--6--20,6090
22906,24646,13447,5,2016-08-10 00:00:00,208--6--20,6090
22323,9403,13447,5,2016-08-10 00:00:00,208--6--20,6090
21402,24849,13448,5,2016-08-10 00:00:00,208--6--20,6090
30626,30397,13448,5,2016-08-10 00:00:00,208--6--20,6090
31726,34605,13448,5,2016-08-10 00:00:00,208--6--20,6090
21431,25546,13448,5,2016-08-10 00:00:00,208--6--20,6090
14885,28600,13448,5,2016-08-10 00:00:00,208--6--20,6090
20702,10405,13449,4,2016-08-10 00:00:00,208--6--20,6090
854,6254,13305,5,2016-08-10 00:00:00,208--6--20,6090
3316,13348,13305,5,2016-08-10 00:00:00,208--6--20,6090
9840,23550,13305,5,2016-08-10 00:00:00,208--6--20,6090
21397,33160,13441,5,2016-08-10 00:00:00,208--6--20,6090
7234,27547,13441,5,2016-08-10 00:00:00,208--6--20,6090
29894,20487,13441,5,2016-08-10 00:00:00,208--6--20,6090
41888,30868,13441,5,2016-08-10 00:00:00,208--6--20,6090
20971,26832,13441,5,2016-08-10 00:00:00,208--6--20,6090
13944,30931,13442,5,2016-08-10 00:00:00,208--6--20,6090
31111,21469,13445,5,2016-08-10 00:00:00,208--6--20,6090
1742,22069,13445,5,2016-08-10 00:00:00,208--6--20,6090
24763,14739,13448,5,2016-08-10 00:00:00,208--6--20,6090
43596,33738,13448,5,2016-08-10 00:00:00,208--6--20,6090
7145,28108,13448,5,2016-08-10 00:00:00,208--6--20,6090
14534,18282,13449,4,2016-08-10 00:00:00,208--6--20,6090
23337,10826,13450,4,2016-08-10 00:00:00,208--6--20,6090
34922,33919,13450,4,2016-08-10 00:00:00,208--6--20,6090
30798,24721,13450,4,2016-08-10 00:00:00,208--6--20,6090
45774,22761,13450,4,2016-08-10 00:00:00,208--6--20,6090
22448,12214,13450,4,2016-08-10 00:00:00,208--6--20,6090
26906,29830,13450,4,2016-08-10 00:00:00,208--6--20,6090
37210,8672,13450,4,2016-08-10 00:00:00,208--6--20,6090
26892,28895,13450,4,2016-08-10 00:00:00,208--6--20,6090
23072,28904,13451,4,2016-08-10 00:00:00,208--6--20,6090
46776,13683,13451,4,2016-08-10 00:00:00,208--6--20,6090
1823,26702,13451,4,2016-08-10 00:00:00,208--6--20,6090
39420,25150,13302,4,2016-08-10 00:00:00,208--6--20,6090
8573,12195,13306,2,2016-08-14 00:00:00,208--6--20,6094
27084,11884,13451,12,2016-08-14 00:00:00,208--6--20,6094
677,8806,12832,11,2016-08-14 00:00:00,208--6--20,6094
16994,10231,12834,1,2016-08-14 00:00:00,208--6--20,6094
6820,6850,13302,12,2016-08-14 00:00:00,208--6--20,6094
18648,7818,13303,12,2016-08-14 00:00:00,208--6--20,6094
27358,1953,13306,2,2016-08-14 00:00:00,208--6--20,6094
11373,6002,12834,1,2016-08-14 00:00:00,208--6--20,6094
13447,26221,12834,1,2016-08-14 00:00:00,208--6--20,6094
20847,7393,12834,3,2016-08-14 00:00:00,208--6--20,6094
55077,44517,13301,12,2016-08-14 00:00:00,208--6--20,6094
14609,18017,12834,3,2016-08-14 00:00:00,208--6--20,6094
735,75,12834,3,2016-08-14 00:00:00,208--6--20,6094
10231,14716,12834,3,2016-08-14 00:00:00,208--6--20,6094
875,7806,12834,3,2016-08-14 00:00:00,208--6--20,6094
9305,27851,13301,12,2016-08-14 00:00:00,208--6--20,6094
9831,4146,12834,3,2016-08-14 00:00:00,208--6--20,6094
26221,6002,12834,3,2016-08-14 00:00:00,208--6--20,6094
12043,25165,12834,4,2016-08-14 00:00:00,208--6--20,6094
23988,55271,12834,4,2016-08-14 00:00:00,208--6--20,6094
11575,20705,13444,12,2016-08-14 00:00:00,208--6--20,6094
1075,6465,12832,12,2016-08-14 00:00:00,208--6--20,6094
34649,55049,13303,12,2016-08-13 00:00:00,208--6--20,6093
29665,14884,13306,3,2016-08-15 00:00:00,208--6--20,6095
12498,14588,13306,3,2016-08-15 00:00:00,208--6--20,6095
12229,4453,13306,3,2016-08-15 00:00:00,208--6--20,6095
38400,22979,13457,4,2016-08-15 00:00:00,208--6--20,6095
17264,38391,13457,4,2016-08-15 00:00:00,208--6--20,6095
18422,23315,13457,4,2016-08-15 00:00:00,208--6--20,6095
45773,17961,13457,4,2016-08-15 00:00:00,208--6--20,6095
29270,29892,13458,4,2016-08-15 00:00:00,208--6--20,6095
9892,32585,13458,4,2016-08-15 00:00:00,208--6--20,6095
33847,21826,13460,4,2016-08-15 00:00:00,208--6--20,6095
34375,37105,13460,4,2016-08-15 00:00:00,208--6--20,6095
8573,27358,13306,3,2016-08-15 00:00:00,208--6--20,6095
13445,1687,13306,4,2016-08-15 00:00:00,208--6--20,6095
9259,11224,13307,4,2016-08-15 00:00:00,208--6--20,6095
11181,21254,13454,4,2016-08-15 00:00:00,208--6--20,6095
29159,27187,13458,4,2016-08-15 00:00:00,208--6--20,6095
34670,12873,13458,4,2016-08-15 00:00:00,208--6--20,6095
53536,36333,13458,4,2016-08-15 00:00:00,208--6--20,6095
29462,37192,13458,4,2016-08-15 00:00:00,208--6--20,6095
44773,35297,13469,4,2016-08-15 00:00:00,208--6--20,6095
26153,15067,13469,4,2016-08-15 00:00:00,208--6--20,6095
10999,31200,13469,4,2016-08-15 00:00:00,208--6--20,6095
8858,20133,13469,4,2016-08-15 00:00:00,208--6--20,6095
38418,9898,13469,4,2016-08-15 00:00:00,208--6--20,6095
673,650,12834,4,2016-08-15 00:00:00,208--6--20,6095
26923,4045,12834,4,2016-08-15 00:00:00,208--6--20,6095
26218,30856,13306,4,2016-08-15 00:00:00,208--6--20,6095
12083,17964,13307,4,2016-08-15 00:00:00,208--6--20,6095
2179,23640,13307,4,2016-08-15 00:00:00,208--6--20,6095
10203,12490,13307,4,2016-08-15 00:00:00,208--6--20,6095
31562,23100,13454,4,2016-08-15 00:00:00,208--6--20,6095
13819,40809,13454,4,2016-08-15 00:00:00,208--6--20,6095
30849,29467,13454,4,2016-08-15 00:00:00,208--6--20,6095
54812,24534,13458,4,2016-08-15 00:00:00,208--6--20,6095
30742,12452,13460,4,2016-08-15 00:00:00,208--6--20,6095
23753,30743,13460,4,2016-08-15 00:00:00,208--6--20,6095
24532,28860,13468,4,2016-08-15 00:00:00,208--6--20,6095
27262,13101,13468,4,2016-08-15 00:00:00,208--6--20,6095
1886,29825,13468,4,2016-08-15 00:00:00,208--6--20,6095
17365,45741,13468,4,2016-08-15 00:00:00,208--6--20,6095
45252,28684,13468,4,2016-08-15 00:00:00,208--6--20,6095
7459,7452,12834,4,2016-08-15 00:00:00,208--6--20,6095
20581,9878,13306,4,2016-08-15 00:00:00,208--6--20,6095
18495,9516,13307,4,2016-08-15 00:00:00,208--6--20,6095
30972,13964,13458,4,2016-08-15 00:00:00,208--6--20,6095
3577,4061,12834,4,2016-08-15 00:00:00,208--6--20,6095
31568,22189,13306,4,2016-08-15 00:00:00,208--6--20,6095
7540,12491,13306,4,2016-08-15 00:00:00,208--6--20,6095
55270,28063,12834,4,2016-08-15 00:00:00,208--6--20,6095
7295,6101,12834,4,2016-08-15 00:00:00,208--6--20,6095
7043,28087,12834,4,2016-08-15 00:00:00,208--6--20,6095
52786,13511,12834,4,2016-08-15 00:00:00,208--6--20,6095
4010,11953,12834,4,2016-08-15 00:00:00,208--6--20,6095
12851,29594,13468,4,2016-08-15 00:00:00,208--6--20,6095
24757,40372,13469,4,2016-08-15 00:00:00,208--6--20,6095
20193,22434,12834,4,2016-08-15 00:00:00,208--6--20,6095
3578,26931,13454,4,2016-08-16 00:00:00,208--6--20,6096
28346,14545,13454,4,2016-08-16 00:00:00,208--6--20,6096
31111,9547,13460,4,2016-08-16 00:00:00,208--6--20,6096
10602,31900,13460,4,2016-08-16 00:00:00,208--6--20,6096
18225,30537,13460,4,2016-08-16 00:00:00,208--6--20,6096
40058,13073,13462,4,2016-08-16 00:00:00,208--6--20,6096
17003,18748,13462,4,2016-08-16 00:00:00,208--6--20,6096
25701,28075,13462,4,2016-08-16 00:00:00,208--6--20,6096
9493,23317,13462,4,2016-08-16 00:00:00,208--6--20,6096
36934,10363,13462,4,2016-08-16 00:00:00,208--6--20,6096
19790,42475,13462,4,2016-08-16 00:00:00,208--6--20,6096
55288,24945,13462,4,2016-08-16 00:00:00,208--6--20,6096
55289,23327,13462,4,2016-08-16 00:00:00,208--6--20,6096
838,4461,13306,4,2016-08-16 00:00:00,208--6--20,6096
12498,17837,13306,4,2016-08-16 00:00:00,208--6--20,6096
11981,17359,13306,4,2016-08-16 00:00:00,208--6--20,6096
31392,20396,13306,4,2016-08-16 00:00:00,208--6--20,6096
13032,29730,13307,4,2016-08-16 00:00:00,208--6--20,6096
21506,651,13307,4,2016-08-16 00:00:00,208--6--20,6096
55281,29422,13306,4,2016-08-16 00:00:00,208--6--20,6096
20104,12229,13306,4,2016-08-16 00:00:00,208--6--20,6096
4149,29665,13306,4,2016-08-16 00:00:00,208--6--20,6096
23816,20819,13307,4,2016-08-16 00:00:00,208--6--20,6096
26313,7984,13307,4,2016-08-16 00:00:00,208--6--20,6096
21469,35184,13458,4,2016-08-16 00:00:00,208--6--20,6096
36736,29960,13458,4,2016-08-16 00:00:00,208--6--20,6096
30521,19907,13458,4,2016-08-16 00:00:00,208--6--20,6096
10584,36852,13458,4,2016-08-16 00:00:00,208--6--20,6096
13804,38463,13461,4,2016-08-16 00:00:00,208--6--20,6096
20979,23365,13461,4,2016-08-16 00:00:00,208--6--20,6096
31006,18650,13461,4,2016-08-16 00:00:00,208--6--20,6096
12588,36278,13462,4,2016-08-16 00:00:00,208--6--20,6096
26144,14527,13462,4,2016-08-16 00:00:00,208--6--20,6096
14889,45979,13462,4,2016-08-16 00:00:00,208--6--20,6096
23461,22866,13462,4,2016-08-16 00:00:00,208--6--20,6096
49287,13069,13462,4,2016-08-16 00:00:00,208--6--20,6096
37580,26500,13465,4,2016-08-16 00:00:00,208--6--20,6096
45553,2034,13465,4,2016-08-16 00:00:00,208--6--20,6096
43329,26424,13466,4,2016-08-16 00:00:00,208--6--20,6096
36498,5993,13466,4,2016-08-16 00:00:00,208--6--20,6096
45774,10492,13466,4,2016-08-16 00:00:00,208--6--20,6096
22445,28988,13466,4,2016-08-16 00:00:00,208--6--20,6096
29117,35498,13466,4,2016-08-16 00:00:00,208--6--20,6096
30798,22761,13466,4,2016-08-16 00:00:00,208--6--20,6096
21883,23348,13467,4,2016-08-16 00:00:00,208--6--20,6096
33279,26057,13467,4,2016-08-16 00:00:00,208--6--20,6096
21463,28902,13467,4,2016-08-16 00:00:00,208--6--20,6096
23082,25795,13467,4,2016-08-16 00:00:00,208--6--20,6096
29667,37085,13467,4,2016-08-16 00:00:00,208--6--20,6096
29716,38936,13467,4,2016-08-16 00:00:00,208--6--20,6096
27745,26826,13467,4,2016-08-16 00:00:00,208--6--20,6096
36822,14470,13467,4,2016-08-16 00:00:00,208--6--20,6096
16433,8573,13306,4,2016-08-16 00:00:00,208--6--20,6096
55280,55279,13306,4,2016-08-16 00:00:00,208--6--20,6096
20648,9941,13306,4,2016-08-16 00:00:00,208--6--20,6096
854,29817,13307,4,2016-08-16 00:00:00,208--6--20,6096
25451,41964,13307,4,2016-08-16 00:00:00,208--6--20,6096
23748,17928,13307,4,2016-08-16 00:00:00,208--6--20,6096
16998,13758,13455,4,2016-08-16 00:00:00,208--6--20,6096
13608,29673,13455,4,2016-08-16 00:00:00,208--6--20,6096
34103,44206,13456,4,2016-08-16 00:00:00,208--6--20,6096
29055,40817,13456,4,2016-08-16 00:00:00,208--6--20,6096
20658,20900,13456,4,2016-08-16 00:00:00,208--6--20,6096
24255,17357,13456,4,2016-08-16 00:00:00,208--6--20,6096
7612,12750,13456,4,2016-08-16 00:00:00,208--6--20,6096
27547,28924,13456,4,2016-08-16 00:00:00,208--6--20,6096
11310,44556,13458,4,2016-08-16 00:00:00,208--6--20,6096
37285,33860,13458,4,2016-08-16 00:00:00,208--6--20,6096
23750,14706,13458,4,2016-08-16 00:00:00,208--6--20,6096
23834,26002,13460,4,2016-08-16 00:00:00,208--6--20,6096
7657,27645,13460,4,2016-08-16 00:00:00,208--6--20,6096
32383,33674,13460,4,2016-08-16 00:00:00,208--6--20,6096
30211,15023,13460,4,2016-08-16 00:00:00,208--6--20,6096
39441,30375,13460,4,2016-08-16 00:00:00,208--6--20,6096
29816,19948,13465,4,2016-08-16 00:00:00,208--6--20,6096
14530,14477,13465,4,2016-08-16 00:00:00,208--6--20,6096
28869,42737,13465,4,2016-08-16 00:00:00,208--6--20,6096
28832,20702,13465,4,2016-08-16 00:00:00,208--6--20,6096
18282,25160,13465,4,2016-08-16 00:00:00,208--6--20,6096
14534,29888,13465,4,2016-08-16 00:00:00,208--6--20,6096
21070,29906,13469,4,2016-08-16 00:00:00,208--6--20,6096
12936,20971,13469,4,2016-08-16 00:00:00,208--6--20,6096
33298,29829,13469,4,2016-08-16 00:00:00,208--6--20,6096
13592,2999,13469,4,2016-08-16 00:00:00,208--6--20,6096
24990,27425,13469,4,2016-08-16 00:00:00,208--6--20,6096
11226,14716,12834,4,2016-08-16 00:00:00,208--6--20,6096
29932,75,12834,4,2016-08-16 00:00:00,208--6--20,6096
20463,6528,13306,4,2016-08-16 00:00:00,208--6--20,6096
46298,46269,13306,4,2016-08-16 00:00:00,208--6--20,6096
20542,14465,13306,4,2016-08-16 00:00:00,208--6--20,6096
9109,23633,13307,4,2016-08-16 00:00:00,208--6--20,6096
9475,11683,13307,4,2016-08-16 00:00:00,208--6--20,6096
55283,55284,13307,4,2016-08-16 00:00:00,208--6--20,6096
6080,13898,13307,4,2016-08-16 00:00:00,208--6--20,6096
55285,36923,13307,4,2016-08-16 00:00:00,208--6--20,6096
27531,10507,13307,4,2016-08-16 00:00:00,208--6--20,6096
18341,35143,13458,4,2016-08-16 00:00:00,208--6--20,6096
29455,22323,13461,4,2016-08-16 00:00:00,208--6--20,6096
44786,20807,13461,4,2016-08-16 00:00:00,208--6--20,6096
14959,48013,13461,4,2016-08-16 00:00:00,208--6--20,6096
25161,31008,13461,4,2016-08-16 00:00:00,208--6--20,6096
13031,14960,13463,4,2016-08-16 00:00:00,208--6--20,6096
11941,24249,13463,4,2016-08-16 00:00:00,208--6--20,6096
29293,28586,13463,4,2016-08-16 00:00:00,208--6--20,6096
49052,29166,13463,4,2016-08-16 00:00:00,208--6--20,6096
24647,29967,13463,4,2016-08-16 00:00:00,208--6--20,6096
20809,21822,13463,4,2016-08-16 00:00:00,208--6--20,6096
34172,28600,13464,4,2016-08-16 00:00:00,208--6--20,6096
36045,13337,13464,4,2016-08-16 00:00:00,208--6--20,6096
32267,18474,13464,4,2016-08-16 00:00:00,208--6--20,6096
25863,14967,13464,4,2016-08-16 00:00:00,208--6--20,6096
28920,27482,13464,4,2016-08-16 00:00:00,208--6--20,6096
13950,55290,13464,4,2016-08-16 00:00:00,208--6--20,6096
34134,43603,13466,4,2016-08-16 00:00:00,208--6--20,6096
13626,40371,13469,4,2016-08-16 00:00:00,208--6--20,6096
26832,37034,13469,4,2016-08-16 00:00:00,208--6--20,6096
674,7806,12834,4,2016-08-16 00:00:00,208--6--20,6096
11923,11522,12834,4,2016-08-16 00:00:00,208--6--20,6096
6002,9831,12834,4,2016-08-16 00:00:00,208--6--20,6096
55276,55277,13306,4,2016-08-16 00:00:00,208--6--20,6096
24840,13277,13306,4,2016-08-16 00:00:00,208--6--20,6096
21109,41680,13454,4,2016-08-16 00:00:00,208--6--20,6096
9658,30692,13454,4,2016-08-16 00:00:00,208--6--20,6096
10826,37268,13454,4,2016-08-16 00:00:00,208--6--20,6096
40228,24932,13454,4,2016-08-16 00:00:00,208--6--20,6096
21431,10051,13454,4,2016-08-16 00:00:00,208--6--20,6096
26147,13209,13454,4,2016-08-16 00:00:00,208--6--20,6096
6928,35130,13454,4,2016-08-16 00:00:00,208--6--20,6096
